https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume TRX
1599350400000,2020-09-06 00:00:00,TRX/USD,0.029992,0.032666,0.02816,0.031483,549605.9594101215,17457229.59724682
1599264000000,2020-09-05 00:00:00,TRX/USD,0.0355,0.036739,0.0275,0.029869,1990309.4528307475,66634619.59994467
1599177600000,2020-09-04 00:00:00,TRX/USD,0.040106,0.044662,0.031707,0.035729,3978435.728864735,111350324.07469381
1599091200000,2020-09-03 00:00:00,TRX/USD,0.0344,0.04950000000000001,0.034126,0.040165,5816067.020976953,170429204.15451425
1599004800000,2020-09-02 00:00:00,TRX/USD,0.034773,0.038399,0.031487,0.034661,2120716.3389196964,67352124.3344776
1598918400000,2020-09-01 00:00:00,TRX/USD,0.029231,0.036011,0.028076000000000004,0.034820000000000004,991903.2270696277,35329221.65086293
1598832000000,2020-08-31 00:00:00,TRX/USD,0.027041,0.029817,0.025898,0.029294999999999998,445475.43948505603,17201152.19264252
1598745600000,2020-08-30 00:00:00,TRX/USD,0.02509,0.028177,0.02509,0.026936999999999996,274263.17998764635,10931174.96961524
1598659200000,2020-08-29 00:00:00,TRX/USD,0.024013,0.025249999999999998,0.023816,0.025032999999999996,86179.71200650664,3618563.65495913
1598572800000,2020-08-28 00:00:00,TRX/USD,0.02285,0.024259069999999997,0.02276,0.023948,92768.62208554619,4075950.00375862
1598486400000,2020-08-27 00:00:00,TRX/USD,0.023738,0.024378,0.022041,0.022894999999999995,286757.5753948353,13010188.98393155
1598400000000,2020-08-26 00:00:00,TRX/USD,0.023,0.023958000000000004,0.022838,0.023776999999999996,156838.19397144584,6867422.45255477
1598313600000,2020-08-25 00:00:00,TRX/USD,0.02519711,0.025351,0.022251,0.023025530000000002,185528.290769894,8337975.40649382
1598227200000,2020-08-24 00:00:00,TRX/USD,0.024211,0.025716999999999997,0.024,0.025118,145464.28765008601,6061011.98542025
1598140800000,2020-08-23 00:00:00,TRX/USD,0.025288,0.025295000000000005,0.023751,0.024374,87900.10210134934,3700901.10316826
1598054400000,2020-08-22 00:00:00,TRX/USD,0.02425,0.025534000000000005,0.023372,0.025188,200194.7088801365,8565578.84991171
1597968000000,2020-08-21 00:00:00,TRX/USD,0.027439,0.027737,0.024024,0.024203,295630.68705304305,12305639.65422257
1597881600000,2020-08-20 00:00:00,TRX/USD,0.026603,0.027748000000000002,0.026482,0.027567,408196.67646193184,15414118.13541016
1597795200000,2020-08-19 00:00:00,TRX/USD,0.02870718,0.028962000000000005,0.025661,0.026548860000000004,705961.2519213897,27511057.71097735
1597708800000,2020-08-18 00:00:00,TRX/USD,0.030311,0.032516,0.028186000000000003,0.028757000000000005,535538.4399961155,19000157.5248746
1597622400000,2020-08-17 00:00:00,TRX/USD,0.028002,0.03136,0.02676,0.030424,508786.3750084524,19012943.75965816
1597536000000,2020-08-16 00:00:00,TRX/USD,0.025264,0.028484999999999996,0.02413,0.028317999999999996,349934.31539971376,14502043.73807351
1597449600000,2020-08-15 00:00:00,TRX/USD,0.024965,0.025819,0.02371205,0.0252634,268052.49491876666,11304484.214514
1597363200000,2020-08-14 00:00:00,TRX/USD,0.022494,0.025754,0.02244,0.024748,467095.4218741355,20815304.00508625
1597276800000,2020-08-13 00:00:00,TRX/USD,0.02031,0.022951999999999997,0.019547,0.022306410000000002,303904.1447216461,15547354.82281916
1597190400000,2020-08-12 00:00:00,TRX/USD,0.02,0.020413,0.01903,0.020282,100330.1385900382,5272209.06936617
1597104000000,2020-08-11 00:00:00,TRX/USD,0.021487,0.021487,0.0194,0.020193999999999997,161196.020730153,8309073.2335130405
1597017600000,2020-08-10 00:00:00,TRX/USD,0.020501,0.021824000000000003,0.020501,0.021491000000000003,204126.667666467,9956912.71969499
1596931200000,2020-08-09 00:00:00,TRX/USD,0.020489,0.020595,0.02006698,0.020401,44950.56756335553,2240026.52932108
1596844800000,2020-08-08 00:00:00,TRX/USD,0.019821,0.020551999999999997,0.019687,0.020453660000000002,57001.594138169115,2895392.60111592
1596758400000,2020-08-07 00:00:00,TRX/USD,0.020235,0.021073000000000005,0.018923,0.019864999999999997,200529.10964091998,10597109.84732442
1596672000000,2020-08-06 00:00:00,TRX/USD,0.020316,0.020549620000000005,0.019926,0.02019,48277.17554216791,2422823.22303362
1596585600000,2020-08-05 00:00:00,TRX/USD,0.020449,0.020713,0.019991,0.020308950000000003,74266.12167321086,3714977.8236812
1596499200000,2020-08-04 00:00:00,TRX/USD,0.019914,0.020649,0.01990398,0.02038247,75143.87856457957,3775319.23588044
1596412800000,2020-08-03 00:00:00,TRX/USD,0.018998,0.02008275,0.018847,0.019895,125444.78510014205,6655955.06447403
1596326400000,2020-08-02 00:00:00,TRX/USD,0.020496,0.021237000000000002,0.0178,0.019013,375370.3493432282,21088221.873215068
1596240000000,2020-08-01 00:00:00,TRX/USD,0.01969,0.020777999999999998,0.019463,0.020461,159779.9710227166,8209421.5189188
1596153600000,2020-07-31 00:00:00,TRX/USD,0.019318,0.019759999999999996,0.019006,0.019690000000000003,81061.33806171981,4265039.35924023
1596067200000,2020-07-30 00:00:00,TRX/USD,0.019158,0.019419,0.01860323,0.019219,109115.28968837592,5865394.86360035
1595980800000,2020-07-29 00:00:00,TRX/USD,0.019247,0.01999,0.018989,0.01922363,230815.895516651,12155242.27271847
1595894400000,2020-07-28 00:00:00,TRX/USD,0.018755,0.019500000000000003,0.018233,0.019179,236626.92469202945,12977947.93462565
1595808000000,2020-07-27 00:00:00,TRX/USD,0.018587,0.019177,0.017685,0.018762,283742.004262705,16044218.50510065
1595721600000,2020-07-26 00:00:00,TRX/USD,0.018771,0.019392,0.018339,0.018584999999999997,292052.81089499616,15925230.97742495
1595635200000,2020-07-25 00:00:00,TRX/USD,0.018074,0.018852,0.018059,0.018793999999999998,102949.6804202005,5700740.9280802095
1595548800000,2020-07-24 00:00:00,TRX/USD,0.017927,0.018301000000000005,0.01752,0.017955,51006.28523562295,2911317.6504351
1595462400000,2020-07-23 00:00:00,TRX/USD,0.017982,0.018099999999999998,0.01781,0.017895020000000005,58433.93996853866,3280962.37891851
1595376000000,2020-07-22 00:00:00,TRX/USD,0.017589,0.018001,0.017425,0.017984000000000003,34104.762938667,1957231.73249165
1595289600000,2020-07-21 00:00:00,TRX/USD,0.017233,0.017746,0.01720868,0.017649999999999996,62180.24502634174,3613307.06517535
1595203200000,2020-07-20 00:00:00,TRX/USD,0.017577,0.017612999999999997,0.016951,0.017183999999999998,33793.34360465066,1993589.97136751
1595116800000,2020-07-19 00:00:00,TRX/USD,0.017443,0.017601,0.0172,0.017562,12648.2476224694,735363.2338645
1595030400,2020-07-18 00:00:00,TRX/USD,0.01722,0.01744,0.01704,0.01744,11336.36,656727.64
1594944000,2020-07-17 00:00:00,TRX/USD,0.0172,0.01735,0.01708,0.01722,55639.35,3231008.98
1594857600,2020-07-16 00:00:00,TRX/USD,0.0176,0.01764,0.01672,0.0172,47209.87,2768225.62
1594771200,2020-07-15 00:00:00,TRX/USD,0.01768,0.01777,0.0175,0.0176,24052.08,1364379.85
1594684800,2020-07-14 00:00:00,TRX/USD,0.01758,0.01775,0.01715,0.01768,110369.56,6295822.87
1594598400,2020-07-13 00:00:00,TRX/USD,0.01821,0.01845,0.01705,0.01758,361527.99,19950305.88
1594512000,2020-07-12 00:00:00,TRX/USD,0.01841,0.01853,0.01792,0.01821,110239.1,6076695.61
1594425600,2020-07-11 00:00:00,TRX/USD,0.0182,0.0189,0.01818,0.01841,548506.32,29663962.34
1594339200,2020-07-10 00:00:00,TRX/USD,0.01857,0.01869,0.01784,0.0182,555900.46,30641531.06
1594252800,2020-07-09 00:00:00,TRX/USD,0.01794,0.01914,0.01761,0.01857,815680.31,43939470.71
1594166400,2020-07-08 00:00:00,TRX/USD,0.01726,0.01817,0.01687,0.01794,165651.42,9338570.66
1594080000,2020-07-07 00:00:00,TRX/USD,0.01809,0.01815,0.01711,0.01726,473317.49,26863447.42
1593993600,2020-07-06 00:00:00,TRX/USD,0.01698,0.01818,0.01698,0.01809,1195853.3,67503395.69
1593907200,2020-07-05 00:00:00,TRX/USD,0.01679,0.017,0.01636,0.01698,295824.17,17786772.41
1593820800,2020-07-04 00:00:00,TRX/USD,0.01666,0.01691,0.01658,0.01679,342887.47,20478772.35
1593734400,2020-07-03 00:00:00,TRX/USD,0.01661,0.01694,0.01649,0.01666,743372.72,44401443.79
1593648000,2020-07-02 00:00:00,TRX/USD,0.01684,0.01725,0.01619,0.01661,494503.22,29498746.16
1593561600,2020-07-01 00:00:00,TRX/USD,0.01636,0.01704,0.01624,0.01684,161105.77,9664477.69
1593475200,2020-06-30 00:00:00,TRX/USD,0.01619,0.01663,0.01619,0.01641,245106.23,14876028.61
1593388800,2020-06-29 00:00:00,TRX/USD,0.01579,0.01638,0.01579,0.01619,79532.59,4932795.69
1593302400,2020-06-28 00:00:00,TRX/USD,0.01551,0.01596,0.01533,0.01573,37260.56,2394972.61
1593216000,2020-06-27 00:00:00,TRX/USD,0.01589,0.01599,0.0149,0.01551,54908.29,3556345.52
1593129600,2020-06-26 00:00:00,TRX/USD,0.01592,0.01603,0.01567,0.01589,33565.94,2124921.22
1593043200,2020-06-25 00:00:00,TRX/USD,0.01593,0.0161,0.01545,0.01592,52401.57,3309883.43
1592956800,2020-06-24 00:00:00,TRX/USD,0.01653,0.01684,0.0157,0.01596,47899.69,2954439.49
1592870400,2020-06-23 00:00:00,TRX/USD,0.01639,0.0168,0.01622,0.01653,106511.15,6423454.15
1592784000,2020-06-22 00:00:00,TRX/USD,0.01583,0.01647,0.01583,0.01639,88354.45,5410433.89
1592697600,2020-06-21 00:00:00,TRX/USD,0.01603,0.01603,0.0158,0.01583,11670.01,732596.12
1592611200,2020-06-20 00:00:00,TRX/USD,0.0159,0.01603,0.01565,0.01603,29653.65,1865424.94
1592524800,2020-06-19 00:00:00,TRX/USD,0.01606,0.01617,0.01565,0.0159,61880.35,3877884.0
1592438400,2020-06-18 00:00:00,TRX/USD,0.01624,0.01624,0.01566,0.01606,107034.23,6681356.43
1592352000,2020-06-17 00:00:00,TRX/USD,0.01616,0.01646,0.01588,0.01624,104475.13,6453009.27
1592265600,2020-06-16 00:00:00,TRX/USD,0.01613,0.01628,0.01599,0.01616,61644.57,3820322.81
1592179200,2020-06-15 00:00:00,TRX/USD,0.01622,0.01622,0.01506,0.01613,68612.32,4406475.35
1592092800,2020-06-14 00:00:00,TRX/USD,0.0167,0.0167,0.01595,0.01622,111160.96,6885086.86
1592006400,2020-06-13 00:00:00,TRX/USD,0.01634,0.0167,0.01616,0.0167,22807.43,1381956.2
1591920000,2020-06-12 00:00:00,TRX/USD,0.01578,0.01663,0.01566,0.01634,61820.75,3820242.11
1591833600,2020-06-11 00:00:00,TRX/USD,0.01762,0.01776,0.01513,0.01578,137781.07,8417091.13
1591747200,2020-06-10 00:00:00,TRX/USD,0.01752,0.01767,0.01725,0.01762,51869.86,2962449.69
1591660800,2020-06-09 00:00:00,TRX/USD,0.01792,0.01801,0.01744,0.01752,61138.71,3462980.15
1591574400,2020-06-08 00:00:00,TRX/USD,0.01818,0.0186,0.01775,0.01792,160989.44,8860435.59
1591488000,2020-06-07 00:00:00,TRX/USD,0.01699,0.01818,0.01688,0.01818,152529.08,8664263.47
1591401600,2020-06-06 00:00:00,TRX/USD,0.01688,0.01713,0.01651,0.01699,22588.91,1342829.73
1591315200,2020-06-05 00:00:00,TRX/USD,0.01687,0.01726,0.01676,0.01688,42612.21,2512135.48
1591228800,2020-06-04 00:00:00,TRX/USD,0.01689,0.01733,0.01625,0.01687,81240.53,4840694.7
1591142400,2020-06-03 00:00:00,TRX/USD,0.01631,0.01694,0.01604,0.01689,46411.6,2801209.54
1591056000,2020-06-02 00:00:00,TRX/USD,0.01707,0.0175,0.01567,0.01631,151128.06,9013858.85
1590969600,2020-06-01 00:00:00,TRX/USD,0.01588,0.0171,0.01575,0.01707,105237.34,6370176.14
1590883200,2020-05-31 00:00:00,TRX/USD,0.01634,0.0172,0.01546,0.01588,182697.69,11140696.68
1590796800,2020-05-30 00:00:00,TRX/USD,0.01502,0.01641,0.01495,0.01634,130054.41,8204401.68
1590710400,2020-05-29 00:00:00,TRX/USD,0.01516,0.01532,0.01497,0.01502,19666.9,1297219.9
1590624000,2020-05-28 00:00:00,TRX/USD,0.0147,0.01517,0.01458,0.01516,48889.98,3287765.58
1590537600,2020-05-27 00:00:00,TRX/USD,0.0146,0.01504,0.0145,0.01471,22127.61,1497065.06
1590451200,2020-05-26 00:00:00,TRX/USD,0.01471,0.01471,0.01424,0.0146,18968.02,1308810.2
1590364800,2020-05-25 00:00:00,TRX/USD,0.0142,0.01471,0.01412,0.01471,28502.64,1972696.15
1590278400,2020-05-24 00:00:00,TRX/USD,0.01499,0.0153,0.0142,0.0142,28104.0,1904497.7
1590192000,2020-05-23 00:00:00,TRX/USD,0.01483,0.01563,0.01483,0.01499,82941.02,5430412.18
1590105600,2020-05-22 00:00:00,TRX/USD,0.01424,0.01505,0.01407,0.01483,56062.11,3840370.42
1590019200,2020-05-21 00:00:00,TRX/USD,0.01498,0.01505,0.01388,0.01424,65875.81,4572050.34
1589932800,2020-05-20 00:00:00,TRX/USD,0.01559,0.01559,0.01463,0.01498,96733.21,6402272.87
1589846400,2020-05-19 00:00:00,TRX/USD,0.01536,0.01559,0.01502,0.01559,15801.2,1035745.06
1589760000,2020-05-18 00:00:00,TRX/USD,0.01499,0.01557,0.01499,0.01536,30926.66,2020125.89
1589673600,2020-05-17 00:00:00,TRX/USD,0.01496,0.01515,0.01492,0.01499,24635.07,1640422.23
1589587200,2020-05-16 00:00:00,TRX/USD,0.01483,0.0151,0.01474,0.01496,14806.11,988145.1
1589500800,2020-05-15 00:00:00,TRX/USD,0.01531,0.01535,0.01456,0.01483,46110.64,3087106.78
1589414400,2020-05-14 00:00:00,TRX/USD,0.01509,0.01542,0.01483,0.01531,106551.06,7024458.01
1589328000,2020-05-13 00:00:00,TRX/USD,0.01455,0.01532,0.01455,0.01509,60060.99,4030627.79
1589241600,2020-05-12 00:00:00,TRX/USD,0.014,0.01496,0.014,0.01455,53136.42,3681733.69
1589155200,2020-05-11 00:00:00,TRX/USD,0.01432,0.01444,0.01317,0.014,117527.97,8483119.58
1589068800,2020-05-10 00:00:00,TRX/USD,0.01614,0.01614,0.013,0.01432,232881.77,16371318.94
1588982400,2020-05-09 00:00:00,TRX/USD,0.01625,0.01657,0.01605,0.01614,66108.73,4040978.32
1588896000,2020-05-08 00:00:00,TRX/USD,0.0161,0.01651,0.01589,0.01625,48133.54,2971651.28
1588809600,2020-05-07 00:00:00,TRX/USD,0.01553,0.01623,0.0154,0.0161,66388.43,4171675.5
1588723200,2020-05-06 00:00:00,TRX/USD,0.0159,0.0163,0.01553,0.01553,64618.93,4032686.78
1588636800,2020-05-05 00:00:00,TRX/USD,0.01619,0.01665,0.0157,0.0159,117589.34,7265106.09
1588550400,2020-05-04 00:00:00,TRX/USD,0.016,0.01638,0.01513,0.01619,98803.95,6274542.88
1588464000,2020-05-03 00:00:00,TRX/USD,0.01631,0.0166,0.01557,0.016,61797.17,3857231.03
1588377600,2020-05-02 00:00:00,TRX/USD,0.01591,0.01639,0.01571,0.01631,38213.12,2385018.31
1588291200,2020-05-01 00:00:00,TRX/USD,0.01518,0.01653,0.01518,0.01591,325230.73,20495449.02
1588204800,2020-04-30 00:00:00,TRX/USD,0.0162,0.01667,0.01493,0.01518,348074.07,22453958.79
1588118400,2020-04-29 00:00:00,TRX/USD,0.01527,0.0165,0.01507,0.0162,129699.34,8179442.19
1588032000,2020-04-28 00:00:00,TRX/USD,0.01451,0.0156,0.01432,0.01531,135101.2,8908678.65
1587945600,2020-04-27 00:00:00,TRX/USD,0.01425,0.01462,0.01419,0.01451,30429.42,2106487.95
1587859200,2020-04-26 00:00:00,TRX/USD,0.0139,0.01425,0.01385,0.01425,21599.45,1537708.64
1587772800,2020-04-25 00:00:00,TRX/USD,0.01392,0.01425,0.01343,0.0139,76091.72,5476613.74
1587686400,2020-04-24 00:00:00,TRX/USD,0.01361,0.01433,0.01361,0.01392,71293.0,5076561.24
1587600000,2020-04-23 00:00:00,TRX/USD,0.01299,0.01393,0.01287,0.01361,96100.33,7065900.97
1587513600,2020-04-22 00:00:00,TRX/USD,0.0125,0.01313,0.01246,0.01299,14730.26,1147832.06
1587427200,2020-04-21 00:00:00,TRX/USD,0.01248,0.01272,0.01235,0.01251,21101.38,1686522.16
1587340800,2020-04-20 00:00:00,TRX/USD,0.01298,0.01318,0.01223,0.01248,91306.8,7303012.97
1587254400,2020-04-19 00:00:00,TRX/USD,0.01341,0.01344,0.01282,0.01298,24656.49,1876898.25
1587168000,2020-04-18 00:00:00,TRX/USD,0.01298,0.01355,0.01291,0.01341,31245.55,2355328.85
1587081600,2020-04-17 00:00:00,TRX/USD,0.01303,0.01313,0.0128,0.01298,29146.15,2253030.08
1586995200,2020-04-16 00:00:00,TRX/USD,0.01222,0.01326,0.01184,0.01303,81072.14,6424568.53
1586908800,2020-04-15 00:00:00,TRX/USD,0.01238,0.0126,0.01215,0.01222,42432.25,3408830.87
1586822400,2020-04-14 00:00:00,TRX/USD,0.01263,0.0128,0.01243,0.01248,43960.63,3500331.59
1586736000,2020-04-13 00:00:00,TRX/USD,0.01275,0.01275,0.01203,0.01263,59206.22,4825894.12
1586649600,2020-04-12 00:00:00,TRX/USD,0.01257,0.01326,0.01236,0.01275,44823.31,3483383.93
1586563200,2020-04-11 00:00:00,TRX/USD,0.01243,0.01285,0.01233,0.01252,34237.55,2717273.71
1586476800,2020-04-10 00:00:00,TRX/USD,0.01349,0.01349,0.01204,0.01243,105116.41,8342228.34
1586390400,2020-04-09 00:00:00,TRX/USD,0.01373,0.01382,0.0132,0.01349,41986.72,3115005.44
1586304000,2020-04-08 00:00:00,TRX/USD,0.01327,0.0138,0.01304,0.01373,174879.76,13132149.77
1586217600,2020-04-07 00:00:00,TRX/USD,0.01376,0.01407,0.01316,0.01327,73081.69,5369964.04
1586131200,2020-04-06 00:00:00,TRX/USD,0.01261,0.01382,0.01261,0.01376,88121.86,6685012.09
1586044800,2020-04-05 00:00:00,TRX/USD,0.01205,0.01277,0.0119,0.01261,90254.61,7255578.66
1585958400,2020-04-04 00:00:00,TRX/USD,0.01195,0.01225,0.01178,0.01201,42594.73,3557440.59
1585872000,2020-04-03 00:00:00,TRX/USD,0.01201,0.01219,0.0118,0.01195,26909.91,2239051.09
1585785600,2020-04-02 00:00:00,TRX/USD,0.01164,0.01263,0.01155,0.01201,52868.56,4391868.51
1585699200,2020-04-01 00:00:00,TRX/USD,0.01164,0.01169,0.01116,0.01164,14814.71,1293316.48
1585612800,2020-03-31 00:00:00,TRX/USD,0.01151,0.01177,0.01141,0.01164,12646.7,1092664.74
1585526400,2020-03-30 00:00:00,TRX/USD,0.01071,0.01186,0.01067,0.01151,27841.13,2434676.17
1585440000,2020-03-29 00:00:00,TRX/USD,0.0114,0.0114,0.01069,0.01071,37015.34,3381840.9
1585353600,2020-03-28 00:00:00,TRX/USD,0.01123,0.0115,0.01077,0.01145,37667.86,3403359.23
1585267200,2020-03-27 00:00:00,TRX/USD,0.01195,0.01211,0.01094,0.01123,43634.21,3791601.04
1585180800,2020-03-26 00:00:00,TRX/USD,0.01139,0.01203,0.01127,0.01195,38801.4,3358948.2
1585094400,2020-03-25 00:00:00,TRX/USD,0.01155,0.01175,0.01104,0.01139,25048.08,2208592.42
1585008000,2020-03-24 00:00:00,TRX/USD,0.01137,0.01172,0.01116,0.01155,43198.49,3753032.4
1584921600,2020-03-23 00:00:00,TRX/USD,0.01028,0.01155,0.01009,0.01137,138452.02,12434337.64
1584835200,2020-03-22 00:00:00,TRX/USD,0.01122,0.0116,0.01018,0.01028,54722.62,5059437.84
1584748800,2020-03-21 00:00:00,TRX/USD,0.01127,0.01168,0.0107,0.01126,43085.84,3868720.86
1584662400,2020-03-20 00:00:00,TRX/USD,0.01161,0.01274,0.01026,0.01127,142764.03,12372297.01
1584576000,2020-03-19 00:00:00,TRX/USD,0.01022,0.01219,0.01013,0.01161,136935.9,12098224.33
1584489600,2020-03-18 00:00:00,TRX/USD,0.01008,0.01031,0.009671,0.01022,49789.36,5001813.86
1584403200,2020-03-17 00:00:00,TRX/USD,0.009642,0.01043,0.009566,0.01008,40788.15,4017203.56
1584316800,2020-03-16 00:00:00,TRX/USD,0.0103,0.01036,0.008502,0.009642,112655.22,12130363.37
1584230400,2020-03-15 00:00:00,TRX/USD,0.00975,0.01117,0.0097,0.0103,78011.19,7661948.7
1584144000,2020-03-14 00:00:00,TRX/USD,0.01024,0.01051,0.009621,0.00978,81514.97,8085501.16
1584057600,2020-03-13 00:00:00,TRX/USD,0.008544,0.01108,0.007111,0.01012,583781.84,61439008.98
1583971200,2020-03-12 00:00:00,TRX/USD,0.01496,0.01496,0.008236,0.008544,1363814.54,127324372.74
1583884800,2020-03-11 00:00:00,TRX/USD,0.01511,0.01532,0.01412,0.01496,58388.44,3938020.86
1583798400,2020-03-10 00:00:00,TRX/USD,0.01514,0.01542,0.01469,0.01511,61317.2,4076289.18
1583712000,2020-03-09 00:00:00,TRX/USD,0.01468,0.01535,0.0141,0.01514,236752.92,16108521.84
1583625600,2020-03-08 00:00:00,TRX/USD,0.01705,0.01705,0.0146,0.01468,241759.73,15514731.19
1583539200,2020-03-07 00:00:00,TRX/USD,0.01841,0.01842,0.01658,0.01705,101245.96,5830717.36
1583452800,2020-03-06 00:00:00,TRX/USD,0.01796,0.01843,0.01793,0.0184,39050.27,2142530.95
1583366400,2020-03-05 00:00:00,TRX/USD,0.01785,0.01846,0.01779,0.01796,96650.55,5323228.57
1583280000,2020-03-04 00:00:00,TRX/USD,0.0173,0.01785,0.0171,0.01785,69402.94,3976915.7
1583193600,2020-03-03 00:00:00,TRX/USD,0.01761,0.01765,0.017,0.0173,54498.41,3147495.26
1583107200,2020-03-02 00:00:00,TRX/USD,0.01651,0.01788,0.01646,0.01761,57130.03,3263530.8
1583020800,2020-03-01 00:00:00,TRX/USD,0.0166,0.01715,0.01619,0.01651,57744.42,3462965.62
1582934400,2020-02-29 00:00:00,TRX/USD,0.01721,0.01741,0.01655,0.0166,47386.29,2797000.01
1582848000,2020-02-28 00:00:00,TRX/USD,0.01695,0.01741,0.01618,0.01717,88288.98,5251191.95
1582761600,2020-02-27 00:00:00,TRX/USD,0.01641,0.01757,0.01591,0.01695,145502.37,8526187.58
1582675200,2020-02-26 00:00:00,TRX/USD,0.019,0.01914,0.01561,0.01641,294370.16,17493581.96
1582588800,2020-02-25 00:00:00,TRX/USD,0.01988,0.01996,0.0187,0.019,96216.15,4957768.9
1582502400,2020-02-24 00:00:00,TRX/USD,0.02144,0.02144,0.0192,0.01988,97956.0,4811701.44
1582416000,2020-02-23 00:00:00,TRX/USD,0.02005,0.02149,0.02005,0.02144,77669.41,3722340.42
1582329600,2020-02-22 00:00:00,TRX/USD,0.02013,0.02027,0.01969,0.02005,41310.95,2069191.14
1582243200,2020-02-21 00:00:00,TRX/USD,0.01984,0.02065,0.01966,0.02015,96640.87,4791102.67
